"Name" "Serotype" "Coverage" "Identity" "Row" "Besthit" "Fragments"
"GCA_000790985.1_AZPAE15045_genomic.fna" "O10" 100 99.99 "1" "O10" "1"
"GCA_000791005.1_AZPAE15025_genomic.fna" "O10" 100 99.99 "3" "O10" "1"
"GCA_000791025.1_AZPAE14897_genomic.fna" "O5" 100 99.84 "2" "O5" "1"
"GCA_000791035.1_AZPAE14898_genomic.fna" "O10" 100 99.99 "8" "O10" "1"
"GCA_000791065.1_AZPAE14899_genomic.fna" "O4" 100 99.86 "1" "O4" "1"
"GCA_000791085.1_AZPAE14900_genomic.fna" "O11" 100 99.47 "2.1" "O11" "2"
"GCA_000791105.1_AZPAE14901_genomic.fna" "NT" 81.58 83.23 "20.19.3" "O4" "3"
"GCA_000791125.1_AZPAE14902_genomic.fna" "O11" 100 99.47 "2" "O11" "1"
"GCA_000791145.1_AZPAE14903_genomic.fna" "O10" 100 99.8 "1" "O10" "1"
"GCA_000791155.1_AZPAE14904_genomic.fna" "O5" 99.5 99.77 "14.3.2" "O5" "3"
"GCA_000791185.1_AZPAE14922_genomic.fna" "O6" 100 99.76 "2" "O6" "1"
"GCA_000791205.1_AZPAE14923_genomic.fna" "O2" 100 99.88 "4" "O2" "1"
"GCA_000791225.1_AZPAE14924_genomic.fna" "O6" 100 99.73 "2" "O6" "1"
"GCA_000791235.1_AZPAE15027_genomic.fna" "O7" 100 99.84 "3" "O7" "1"
"GCA_000791265.1_AZPAE14925_genomic.fna" "O4" 100 99.64 "1" "O4" "1"
"GCA_000791275.1_AZPAE14926_genomic.fna" "O3" 100 100 "3" "O3" "1"
"GCA_000791305.1_AZPAE14927_genomic.fna" "O5" 100 99.78 "1" "O5" "1"
"GCA_000791325.1_AZPAE14928_genomic.fna" "O9" 100 99.87 "2" "O9" "1"
"GCA_000791345.1_AZPAE14943_genomic.fna" "O6" 100 99.75 "15.26.4" "O6" "3"
"GCA_000791365.1_AZPAE15026_genomic.fna" "O1" 100 99.41 "5" "O1" "1"
"GCA_000791385.1_AZPAE15054_genomic.fna" "O11" 100 99.42 "1" "O11" "1"
"GCA_000791405.1_AZPAE14945_genomic.fna" "O6" 100 99.73 "3" "O6" "1"
"GCA_000791425.1_AZPAE14944_genomic.fna" "O1" 100 99.65 "2" "O1" "1"
"GCA_000791445.1_AZPAE14946_genomic.fna" "O1" 100 99.73 "2" "O1" "1"
"GCA_000791465.1_AZPAE15052_genomic.fna" "O11" 100 99.49 "2" "O11" "1"
"GCA_000791485.1_AZPAE14948_genomic.fna" "O10" 100 99.99 "7" "O10" "1"
"GCA_000791495.1_AZPAE14949_genomic.fna" "O11" 100 99.47 "7" "O11" "1"
"GCA_000791525.1_AZPAE14950_genomic.fna" "O1" 100 99.63 "1" "O1" "1"
"GCA_000791545.1_AZPAE14951_genomic.fna" "O4" 100 99.89 "2" "O4" "1"
"GCA_000791565.1_AZPAE15032_genomic.fna" "O5" 99.21 99.83 "1.14.13" "O5" "3"
"GCA_000791585.1_AZPAE14952_genomic.fna" "O6" 100 99.83 "2" "O6" "1"
"GCA_000791605.1_AZPAE14953_genomic.fna" "O6" 100 99.73 "3" "O6" "1"
"GCA_000791625.1_AZPAE14954_genomic.fna" "O9" 100 99.88 "1" "O9" "1"
"GCA_000791635.1_AZPAE14955_genomic.fna" "O6" 100 99.75 "2" "O6" "1"
"GCA_000791665.1_AZPAE15050_genomic.fna" "O2" 99.29 99.83 "3.15" "O2" "2"
"GCA_000791685.1_AZPAE14956_genomic.fna" "O5" 98.49 99.89 "13.1" "O5" "2"
"GCA_000791705.1_AZPAE14957_genomic.fna" "NT" 87.87 90.57 "5.6" "O3" "2"
"GCA_000791725.1_AZPAE14958_genomic.fna" "O12" 100 99.36 "3" "O12" "1"
"GCA_000791735.1_AZPAE14959_genomic.fna" "O11" 100 99.42 "4" "O11" "1"
"GCA_000791765.1_AZPAE14960_genomic.fna" "O9" 100 98.92 "2" "O9" "1"
"GCA_000791785.1_AZPAE14961_genomic.fna" "O6" 100 99.52 "1" "O6" "1"
"GCA_000791805.1_AZPAE14962_genomic.fna" "O11" 100 99.42 "2" "O11" "1"
"GCA_000791825.1_AZPAE14963_genomic.fna" "O6" 100 99.78 "2" "O6" "1"
"GCA_000791835.1_AZPAE14964_genomic.fna" "O6" 100 100 "4" "O6" "1"
"GCA_000791855.1_AZPAE15031_genomic.fna" "O6" 100 100 "2" "O6" "1"
"GCA_000791885.1_AZPAE14967_genomic.fna" "O5" 99.43 99.77 "18.6.5" "O5" "3"
"GCA_000791905.1_AZPAE14965_genomic.fna" "O6" 100 100 "1" "O6" "1"
"GCA_000791915.1_AZPAE14968_genomic.fna" "O11" 100 99.47 "1" "O11" "1"
"GCA_000791945.1_AZPAE14969_genomic.fna" "O11" 100 99.44 "1" "O11" "1"
"GCA_000791965.1_AZPAE14970_genomic.fna" "O11" 100 99.44 "2" "O11" "1"
"GCA_000791985.1_AZPAE15030_genomic.fna" "O5" 99.58 99.83 "3.14" "O5" "2"
"GCA_000792005.1_AZPAE14971_genomic.fna" "O3" 100 99.8 "2" "O3" "1"
"GCA_000792025.1_AZPAE14972_genomic.fna" "O11" 100 99.39 "16.28.27.5" "O11" "4"
"GCA_000792045.1_AZPAE15044_genomic.fna" "O5" 100 99.87 "2" "O5" "1"
"GCA_000792065.1_AZPAE14973_genomic.fna" "O6" 100 99.99 "3" "O6" "1"
"GCA_000792085.1_AZPAE14974_genomic.fna" "O6" 100 99.72 "2" "O6" "1"
"GCA_000792095.1_AZPAE14975_genomic.fna" "O3" 100 99.97 "1" "O3" "1"
"GCA_000792115.1_AZPAE14976_genomic.fna" "O4" 100 99.93 "3" "O4" "1"
"GCA_000792145.1_AZPAE15029_genomic.fna" "O6" 100 99.76 "1" "O6" "1"
"GCA_000792155.1_AZPAE14977_genomic.fna" "O1" 100 99.94 "2" "O1" "1"
"GCA_000792165.1_AZPAE14978_genomic.fna" "O12" 100 99.36 "3" "O12" "1"
"GCA_000792205.1_AZPAE14979_genomic.fna" "O11" 100 99.46 "2" "O11" "1"
"GCA_000792225.1_AZPAE14980_genomic.fna" "O1" 100 99.79 "3" "O1" "1"
"GCA_000792245.1_AZPAE14981_genomic.fna" "O3" 100 99.93 "2" "O3" "1"
"GCA_000792265.1_AZPAE15028_genomic.fna" "O4" 100 99.93 "2" "O4" "1"
"GCA_000792285.1_AZPAE14982_genomic.fna" "O4" 100 99.55 "3" "O4" "1"
"GCA_000792305.1_AZPAE14983_genomic.fna" "O12" 100 99.35 "4" "O12" "1"
"GCA_000792325.1_AZPAE14984_genomic.fna" "O6" 100 99.76 "1" "O6" "1"
"GCA_000792345.1_AZPAE14985_genomic.fna" "O11" 100 99.41 "2" "O11" "1"
"GCA_000792365.1_AZPAE14986_genomic.fna" "O2" 99.12 99.84 "3.16.15" "O2" "3"
"GCA_000792385.1_AZPAE14987_genomic.fna" "O11" 100 99.42 "3" "O11" "1"
"GCA_000792395.1_AZPAE15051_genomic.fna" "O11" 100 99.41 "1" "O11" "1"
"GCA_000792425.1_AZPAE14988_genomic.fna" "O11" 100 99.42 "3" "O11" "1"
"GCA_000792445.1_AZPAE14989_genomic.fna" "O11" 100 99.47 "2" "O11" "1"
"GCA_000792465.1_AZPAE14990_genomic.fna" "O11" 100 99.41 "2" "O11" "1"
"GCA_000792475.1_AZPAE14991_genomic.fna" "O11" 100 99.47 "2" "O11" "1"
"GCA_000792505.1_AZPAE14992_genomic.fna" "O3" 100 99.79 "1" "O3" "1"
"GCA_000792515.1_AZPAE14993_genomic.fna" "O1" 100 99.64 "1" "O1" "1"
"GCA_000792545.1_AZPAE14994_genomic.fna" "NT" 87.87 90.57 "1.2" "O3" "2"
"GCA_000792565.1_AZPAE14995_genomic.fna" "O6" 100 99.88 "2" "O6" "1"
"GCA_000792575.1_AZPAE14996_genomic.fna" "O7" 100 99.91 "1" "O7" "1"
"GCA_000792605.1_AZPAE14997_genomic.fna" "O6" 100 100 "4" "O6" "1"
"GCA_000792625.1_AZPAE14998_genomic.fna" "O5" 100 99.88 "1" "O5" "1"
"GCA_000792635.1_AZPAE14999_genomic.fna" "O7" 100 99.98 "1" "O7" "1"
"GCA_000792665.1_AZPAE15000_genomic.fna" "O11" 100 99.47 "4" "O11" "1"
"GCA_000792675.1_AZPAE15001_genomic.fna" "O2" 100 99.78 "3" "O2" "1"
"GCA_000792705.1_AZPAE15002_genomic.fna" "O12" 100 99.35 "14.3" "O12" "2"
"GCA_000792725.1_AZPAE15003_genomic.fna" "O11" 100 99.45 "1" "O11" "1"
"GCA_000792745.1_AZPAE15004_genomic.fna" "O11" 100 99.44 "2" "O11" "1"
"GCA_000792765.1_AZPAE15005_genomic.fna" "O11" 100 99.44 "3" "O11" "1"
"GCA_000792785.1_AZPAE15006_genomic.fna" "O11" 100 99.47 "3" "O11" "1"
"GCA_000792805.1_AZPAE15007_genomic.fna" "O12" 100 99.35 "3" "O12" "1"
"GCA_000792825.1_AZPAE15008_genomic.fna" "O11" 100 99.45 "2" "O11" "1"
"GCA_000792845.1_AZPAE15009_genomic.fna" "O12" 100 99.35 "4" "O12" "1"
"GCA_000792855.1_AZPAE15010_genomic.fna" "O4" 100 99.84 "5" "O4" "1"
"GCA_000792885.1_AZPAE15011_genomic.fna" "O10" 100 99.99 "1" "O10" "1"
"GCA_000792895.1_AZPAE15012_genomic.fna" "O1" 99.68 99.79 "2.1" "O1" "2"
"GCA_000792925.1_AZPAE15013_genomic.fna" "O5" 98.75 99.78 "2.13" "O5" "2"
"GCA_000792945.1_AZPAE15014_genomic.fna" "O4" 100 99.82 "2" "O4" "1"
"GCA_000792965.1_AZPAE15016_genomic.fna" "O10" 100 99.99 "2" "O10" "1"
"GCA_000792975.1_AZPAE15015_genomic.fna" "O11" 100 99.47 "3" "O11" "1"
"GCA_000793005.1_AZPAE15017_genomic.fna" "O11" 100 97.5 "2" "O11" "1"
"GCA_000793025.1_AZPAE15018_genomic.fna" "O1" 100 99.65 "1" "O1" "1"
"GCA_000793045.1_AZPAE15019_genomic.fna" "O11" 100 99.39 "4" "O11" "1"
"GCA_000793055.1_AZPAE15020_genomic.fna" "O6" 100 100 "4" "O6" "1"
"GCA_000793085.1_AZPAE15021_genomic.fna" "O12" 100 99.36 "2" "O12" "1"
"GCA_000793105.1_AZPAE15022_genomic.fna" "O3" 100 99.84 "1" "O3" "1"
"GCA_000793125.1_AZPAE15023_genomic.fna" "O3" 100 99.85 "1.13" "O3" "2"
"GCA_000793135.1_AZPAE15048_genomic.fna" "O4" 100 99.59 "6" "O4" "1"
"GCA_000793165.1_AZPAE15056_genomic.fna" "O6" 100 99.62 "4" "O6" "1"
"GCA_000793185.1_AZPAE15055_genomic.fna" "O4" 100 99.84 "2" "O4" "1"
"GCA_000793205.1_AZPAE15057_genomic.fna" "O3" 100 99.85 "1" "O3" "1"
"GCA_000793225.1_AZPAE15058_genomic.fna" "O11" 100 99.45 "4" "O11" "1"
"GCA_000793245.1_AZPAE15059_genomic.fna" "O1" 100 99.52 "3" "O1" "1"
"GCA_000793255.1_AZPAE15060_genomic.fna" "O5" 100 99.88 "1" "O5" "1"
"GCA_000793285.1_AZPAE15062_genomic.fna" "O11" 100 99.39 "3" "O11" "1"
"GCA_000793295.1_AZPAE15061_genomic.fna" "O6" 100 99.78 "4" "O6" "1"
"GCA_000793315.1_AZPAE15063_genomic.fna" "O11" 100 99.47 "4" "O11" "1"
"GCA_000793345.1_AZPAE15064_genomic.fna" "O4" 100 99.84 "4" "O4" "1"
"GCA_000793365.1_AZPAE15065_genomic.fna" "O6" 100 99.82 "1" "O6" "1"
"GCA_000793385.1_AZPAE15072_genomic.fna" "O3" 100 99.93 "4" "O3" "1"
"GCA_000793395.1_AZPAE15066_genomic.fna" "O12" 100 99.36 "2" "O12" "1"
"GCA_000793415.1_AZPAE15067_genomic.fna" "O11" 100 99.41 "1" "O11" "1"
"GCA_000793445.1_AZPAE15068_genomic.fna" "O1" 100 99.65 "1" "O1" "1"
"GCA_000793455.1_AZPAE15069_genomic.fna" "O6" 100 99.74 "3" "O6" "1"
"GCA_000793485.1_AZPAE15070_genomic.fna" "O6" 100 100 "1" "O6" "1"
"GCA_000793505.1_AZPAE15071_genomic.fna" "O1" 100 99.64 "1.12" "O1" "2"
"GCA_000793585.1_AZPAE14936_genomic.fna" "O6" 100 99.78 "1" "O6" "1"
"GCA_000793595.1_AZPAE14939_genomic.fna" "O6" 100 99.73 "5" "O6" "1"
"GCA_000793615.1_AZPAE14905_genomic.fna" "O7" 100 99.8 "3" "O7" "1"
"GCA_000793645.1_AZPAE14938_genomic.fna" "O11" 100 99.44 "1" "O11" "1"
"GCA_000793665.1_AZPAE14917_genomic.fna" "O3" 100 99.68 "1" "O3" "1"
"GCA_000793685.1_AZPAE14932_genomic.fna" "O1" 100 99.52 "1" "O1" "1"
"GCA_000793705.1_AZPAE14907_genomic.fna" "O6" 100 99.83 "2" "O6" "1"
"GCA_000793725.1_AZPAE15033_genomic.fna" "O3" 100 99.99 "2.13" "O3" "2"
"GCA_000793745.1_AZPAE14920_genomic.fna" "O7" 100 99.86 "1" "O7" "1"
"GCA_000793765.1_AZPAE14931_genomic.fna" "O6" 100 99.69 "4" "O6" "1"
"GCA_000793785.1_AZPAE14937_genomic.fna" "O4" 100 99.89 "6" "O4" "1"
"GCA_000793805.1_AZPAE14908_genomic.fna" "O6" 100 99.78 "2.13" "O6" "2"
"GCA_000793825.1_AZPAE14921_genomic.fna" "O6" 100 99.79 "2" "O6" "1"
"GCA_000793845.1_AZPAE14913_genomic.fna" "O4" 100 99.64 "2" "O4" "1"
"GCA_000793865.1_AZPAE14930_genomic.fna" "O6" 100 99.61 "1" "O6" "1"
"GCA_000793885.1_AZPAE14914_genomic.fna" "O3" 100 100 "3" "O3" "1"
"GCA_000793905.1_AZPAE14934_genomic.fna" "O6" 100 99.87 "3" "O6" "1"
"GCA_000793915.1_AZPAE14906_genomic.fna" "O7" 100 99.8 "4" "O7" "1"
"GCA_000793945.1_AZPAE14940_genomic.fna" "O5" 100 99.88 "2" "O5" "1"
"GCA_000793955.1_AZPAE15034_genomic.fna" "O11" 100 99.41 "4" "O11" "1"
"GCA_000793985.1_AZPAE14911_genomic.fna" "O11" 100 99.42 "3" "O11" "1"
"GCA_000794005.1_AZPAE14916_genomic.fna" "O9" 100 99.87 "2" "O9" "1"
"GCA_000794025.1_AZPAE14942_genomic.fna" "O6" 100 99.77 "2" "O6" "1"
"GCA_000794045.1_AZPAE14947_genomic.fna" "O4" 100 99.66 "3" "O4" "1"
"GCA_000794055.1_AZPAE14912_genomic.fna" "O11" 100 99.47 "4" "O11" "1"
"GCA_000794085.1_AZPAE14933_genomic.fna" "O12" 100 99.36 "4" "O12" "1"
"GCA_000794095.1_AZPAE14935_genomic.fna" "O1" 100 99.62 "2" "O1" "1"
"GCA_000794165.1_AZPAE14832_genomic.fna" "O4" 100 99.78 "4" "O4" "1"
"GCA_000794175.1_AZPAE14831_genomic.fna" "O2" 96.63 99.88 "2.3.16.15" "O2" "4"
"GCA_000794185.1_AZPAE14830_genomic.fna" "O11" 100 99.47 "3" "O11" "1"
"GCA_000794195.1_AZPAE14829_genomic.fna" "O11" 100 99.44 "3" "O11" "1"
"GCA_000794245.1_AZPAE14834_genomic.fna" "O12" 100 99.36 "1" "O12" "1"
"GCA_000794265.1_AZPAE14833_genomic.fna" "O12" 100 99.36 "2" "O12" "1"
"GCA_000794285.1_AZPAE14835_genomic.fna" "O4" 100 99.77 "4" "O4" "1"
"GCA_000794305.1_AZPAE14836_genomic.fna" "O11" 100 99.66 "3" "O11" "1"
"GCA_000794325.1_AZPAE14837_genomic.fna" "O4" 100 99.77 "1" "O4" "1"
"GCA_000794335.1_AZPAE14838_genomic.fna" "O5" 98.67 99.79 "14.3" "O5" "2"
"GCA_000794365.1_AZPAE14839_genomic.fna" "O6" 100 99.74 "3" "O6" "1"
"GCA_000794405.1_AZPAE14554_genomic.fna" "O12" 100 99.35 "3" "O12" "1"
"GCA_000794425.1_AZPAE14550_genomic.fna" "O6" 100 99.83 "1" "O6" "1"
"GCA_000794445.1_AZPAE14557_genomic.fna" "O1" 100 99.8 "4.2.15" "O1" "3"
"GCA_000794455.1_AZPAE14570_genomic.fna" "O2" 100 99.88 "4" "O2" "1"
"GCA_000794485.1_AZPAE14566_genomic.fna" "O6" 100 99.73 "3" "O6" "1"
"GCA_000794505.1_AZPAE14688_genomic.fna" "O6" 100 99.85 "4" "O6" "1"
"GCA_000794515.1_AZPAE14687_genomic.fna" "O6" 100 99.75 "2.15" "O6" "2"
"GCA_000794545.1_AZPAE14689_genomic.fna" "O15" 98.18 99.09 "29.3" "O15" "2"
"GCA_000794555.1_AZPAE14690_genomic.fna" "O11" 100 99.47 "5" "O11" "1"
"GCA_000794585.1_AZPAE14692_genomic.fna" "O11" 100 99.4 "16.5" "O11" "2"
"GCA_000794605.1_AZPAE14691_genomic.fna" "O9" 100 99.39 "1" "O9" "1"
"GCA_000794625.1_AZPAE14693_genomic.fna" "O6" 100 99.78 "2" "O6" "1"
"GCA_000794645.1_AZPAE14694_genomic.fna" "O11" 100 99.47 "2" "O11" "1"
"GCA_000794665.1_AZPAE14695_genomic.fna" "O10" 100 99.99 "2" "O10" "1"
"GCA_000794675.1_AZPAE14697_genomic.fna" "O11" 100 99.68 "2" "O11" "1"
"GCA_000794705.1_AZPAE14698_genomic.fna" "O4" 100 99.93 "2" "O4" "1"
"GCA_000794725.1_AZPAE14699_genomic.fna" "O10" 100 99.99 "1" "O10" "1"
"GCA_000794735.1_AZPAE14700_genomic.fna" "O11" 100 99.4 "6" "O11" "1"
"GCA_000794745.1_AZPAE14701_genomic.fna" "O2" 100 99.88 "4" "O2" "1"
"GCA_000794785.1_AZPAE14702_genomic.fna" "O11" 100 99.47 "5" "O11" "1"
"GCA_000794805.1_AZPAE14703_genomic.fna" "O11" 100 99.46 "7" "O11" "1"
"GCA_000794825.1_AZPAE14704_genomic.fna" "O3" 100 99.85 "2" "O3" "1"
"GCA_000794845.1_AZPAE14725_genomic.fna" "O1" 100 99.64 "1" "O1" "1"
"GCA_000794865.1_AZPAE14726_genomic.fna" "O11" 100 99.47 "1" "O11" "1"
"GCA_000794885.1_AZPAE14727_genomic.fna" "O12" 100 99.36 "4" "O12" "1"
"GCA_000794905.1_AZPAE14728_genomic.fna" "O12" 100 99.36 "2" "O12" "1"
"GCA_000794925.1_AZPAE14729_genomic.fna" "O12" 100 99.36 "1" "O12" "1"
"GCA_000794945.1_AZPAE14730_genomic.fna" "O11" 100 99.46 "3" "O11" "1"
"GCA_000794965.1_AZPAE14731_genomic.fna" "O3" 100 99.79 "2" "O3" "1"
"GCA_000794985.1_AZPAE14732_genomic.fna" "O11" 100 99.47 "14.2" "O11" "2"
"GCA_000794995.1_AZPAE14809_genomic.fna" "O6" 100 99.85 "4" "O6" "1"
"GCA_000795025.1_AZPAE14810_genomic.fna" "O6" 100 99.9 "1" "O6" "1"
"GCA_000795045.1_AZPAE14811_genomic.fna" "O6" 100 99.77 "2" "O6" "1"
"GCA_000795065.1_AZPAE14812_genomic.fna" "O11" 100 99.44 "2" "O11" "1"
"GCA_000795085.1_AZPAE14813_genomic.fna" "O2" 100 99.82 "4" "O2" "1"
"GCA_000795105.1_AZPAE14814_genomic.fna" "O6" 100 100 "2" "O6" "1"
"GCA_000795115.1_AZPAE14815_genomic.fna" "O6" 100 100 "4" "O6" "1"
"GCA_000795145.1_AZPAE14816_genomic.fna" "O10" 100 96.95 "5.20" "O10" "2"
"GCA_000795165.1_AZPAE14817_genomic.fna" "O3" 100 99.85 "2" "O3" "1"
"GCA_000795185.1_AZPAE14818_genomic.fna" "O6" 100 99.76 "3" "O6" "1"
"GCA_000795205.1_AZPAE14819_genomic.fna" "O5" 99.85 99.88 "17.6.5" "O5" "3"
"GCA_000795225.1_AZPAE14820_genomic.fna" "O11" 100 99.39 "2" "O11" "1"
"GCA_000795235.1_AZPAE14821_genomic.fna" "O2" 100 99.88 "4" "O2" "1"
"GCA_000795265.1_AZPAE14822_genomic.fna" "O2" 100 99.88 "1" "O2" "1"
"GCA_000795285.1_AZPAE14823_genomic.fna" "O6" 100 99.74 "1" "O6" "1"
"GCA_000795305.1_AZPAE14824_genomic.fna" "O6" 100 99.99 "2" "O6" "1"
"GCA_000795325.1_AZPAE14825_genomic.fna" "O6" 100 99.62 "2" "O6" "1"
